0,51.5092544152295,-0.161045321097076,-0.0159458781398624,0.047031348907029,-1.96660840653116
0.5,51.5092506414934,-0.161043767875149,0.145944215269663,-0.0182780629113056,-3.11769670189876
1,51.5092502875185,-0.161044693203502,0.235666603334317,0.012900913904014,-0.99393115932748
1.5,51.5092522530608,-0.161044494352027,0.505320231703244,-0.0157311353279615,0.224598091855323
2,51.5092551334203,-0.161044397044164,0.759840657014174,0.00743147033306267,-0.125748762684083
2.5,51.5092591493787,-0.161044622174536,0.982632707064281,0.0112359451660397,0.266488319262225
3,51.5092639601631,-0.161044082505003,1.23997458009588,0.0140035523413753,0.533628918386615
3.5,51.5092692487591,-0.161043462544189,1.23633558525264,-0.019574810288908,1.19681189460355
4,51.5092749499808,-0.161043035066085,1.24369492519627,-0.00824489078110426,-1.83070611107596
4.5,51.5092802739276,-0.161042389439353,1.25027929340307,-0.0024139800333018,-1.52695528932515
5,51.5092858232512,-0.161041997055921,1.23801624098279,0.00401406458571796,-0.701945784692675
5.5,51.5092915081643,-0.161041764217818,1.26432747452468,-0.0263337182564721,0.376999966787677
6,51.5092969826006,-0.161041443638529,1.22969743821344,0.0359770702910243,-0.94381996000138
6.5,51.5093023873967,-0.16104083657637,1.23662883506948,0.0231002330365999,1.37666422771989
7,51.5093079654616,-0.161040445954987,1.26999177038285,-0.0124885136378775,0.321738668723833
7.5,51.5093136720035,-0.16104003239753,1.25240284973849,0.0141126549033804,1.09770429268504
8,51.5093191833461,-0.161039542902574,1.23534272974452,0.00306529643873291,-1.12071666955264
8.5,51.5093248389391,-0.16103915690182,1.25699181215399,-0.00289249183874201,-2.49882880691591
9,51.509330407783,-0.161038747854893,1.26138032040962,0.0173056545624352,-2.36612514254396
9.5,51.5093361433994,-0.161038198103447,1.26768277720712,0.035159781878078,3.92810044201001
10,51.5093416550166,-0.161037725920461,1.23286916060074,0.0379625014058529,4.60975531392787
10.5,51.5093472853517,-0.161037448801994,1.24711879703638,0.0157684285582133,2.97549540509794
11,51.5093528794337,-0.161037316308667,1.27263015603792,0.000114366789271819,1.83730859738129
11.5,51.5093586214583,-0.161037134011528,1.25345131293355,0.0341270612455875,0.199732247918231
12,51.5093641620048,-0.161036983620184,1.25960807991373,-0.00908491244985545,-0.457053032116829
12.5,51.5093698583931,-0.161036996923046,1.23987841697308,-0.0174276253694903,-0.136425318878104
13,51.5093753462858,-0.161037014892865,1.23860915840446,0.00194886258115278,-0.852602554451224
13.5,51.5093809946552,-0.161036990224166,1.2435025116437,0.0109936103754578,-1.81876367889685
14,51.5093865659108,-0.161036912571608,1.26819380918657,0.0132057367588062,-1.86087064558061
14.5,51.5093922609105,-0.161036983118254,1.24390337935701,-0.0441372811840016,0.261160228140748
15,51.5093977658354,-0.16103724919315,1.25260129562423,-0.0329052811203994,-1.68201809643614
